ID,Word 1,Word 2,PoS,participant 1,participant 2,participant 3,participant 4,participant 5,participant 6,participant 7,participant 8,participant 9,participant 10
1170,flexible,mobile,adjectives,3,6,4,5,3,6,4,1,3,4
1171,pauvre,fier,adjectives,0,2,0,1,0,3,0,0,0,0
1172,timide,coûteux,adjectives,0,2,0,0,0,0,0,0,0,0
1173,malade,fou,adjectives,6,4,5,5,4,5,6,6,6,2
1174,moderne,ancien,adjectives,0,1,3,1,1,3,3,3,0,3
1175,bizarre,étrange,adjectives,6,6,6,6,6,6,6,6,6,6
1176,honnête,coupable,adjectives,1,1,0,1,1,3,2,1,0,2
1177,stupide,dense,adjectives,0,1,0,0,0,0,0,0,0,0
1178,cinquième,haut,adjectives,0,1,1,1,0,0,0,0,0,0
1179,mal,coupable,adjectives,2,4,1,2,2,4,2,1,5,4
1180,précieux,sacré,adjectives,5,6,5,2,4,5,4,5,4,5
1181,svelte,mince,adjectives,6,5,5,6,6,6,6,6,6,4
1182,propre,impeccable,adjectives,5,5,5,6,6,6,6,5,5,5
1183,privé,public,adjectives,0,2,3,1,1,3,3,3,1,3
1184,tranchant,terne,adjectives,0,1,0,0,0,0,0,0,0,0
1185,sérieux,marrant,adjectives,0,2,3,1,1,3,3,1,0,3
1186,puissant,fort,adjectives,6,5,5,6,6,5,6,6,6,5
1187,nouveau,ancien,adjectives,0,1,3,1,1,3,3,3,0,3
1188,précieux,paresseux,adjectives,0,2,0,0,0,0,0,0,0,0
1189,informe,amorphe,adjectives,0,5,1,6,0,5,5,0,5,6
1190,mal,immoral,adjectives,4,5,3,4,4,6,4,2,6,5
1191,rationnel,sobre,adjectives,1,3,2,0,0,4,0,1,1,1
1192,gros,vaste,adjectives,4,5,0,5,5,5,3,1,4,4
1193,crucial,important,adjectives,6,6,5,6,6,6,6,6,5,5
1194,merveilleux,terrifiant,adjectives,0,4,3,2,1,3,1,1,0,3
1195,étrange,bizarre,adjectives,6,6,6,6,6,6,6,6,6,6
1196,heureux,furieux,adjectives,0,2,2,1,1,3,0,1,0,3
1197,connu,populaire,adjectives,5,6,4,6,6,6,6,6,4,5
1198,incurvé,courbé,adjectives,6,6,6,6,6,6,6,6,6,6
1199,nécessaire,important,adjectives,2,5,4,5,5,6,6,4,5,5
1200,extraconjugal,tabou,adjectives,0,5,3,0,1,4,0,1,0,4
1201,fort,fier,adjectives,1,4,0,2,1,2,2,1,1,4
1202,heureux,jeune,adjectives,0,4,2,1,0,0,0,0,0,0
1203,fini,achevé,adjectives,6,6,6,6,6,6,6,6,6,6
1204,stupide,idiot,adjectives,6,6,6,6,6,6,6,6,6,6
1205,mineur,important,adjectives,0,2,0,1,1,3,3,1,0,3
1206,sale,incroyable,adjectives,4,2,0,0,0,1,0,0,0,0
1207,chargé,lourd,adjectives,5,6,4,5,4,4,3,5,4,5
1208,solitaire,pauvre,adjectives,0,3,1,1,0,1,1,1,0,2
1209,autre,contraire,adjectives,4,3,2,2,4,4,0,0,1,5
1210,honteux,contrarié,adjectives,0,3,2,1,1,1,0,0,1,4
1211,apparent,évident,adjectives,6,5,2,4,5,4,4,6,5,4
1212,massif,astronomique,adjectives,6,4,0,4,4,3,2,1,5,2
1213,exotique,rare,adjectives,5,5,4,3,4,5,5,5,5,5
1214,extraverti,agréable,adjectives,0,3,3,0,0,4,3,1,3,1
1215,agité,jeune,adjectives,0,4,2,0,0,1,0,0,1,4
1216,sale,étroit,adjectives,0,2,0,0,0,0,0,0,0,0
1217,mensuel,hebdomadaire,adjectives,1,4,3,2,2,4,4,2,2,4
1218,essentiel,nécessaire,adjectives,5,5,6,6,6,5,6,6,6,5
1219,détendu,stressé,adjectives,0,2,3,1,1,3,3,2,0,3
1220,grand,énorme,adjectives,5,5,3,6,4,5,5,3,5,5
1221,perceptible,évident,adjectives,2,4,4,0,4,4,4,4,4,4
1222,étroit,blanc,adjectives,0,1,0,0,0,0,0,0,0,0
1223,négatif,jamais,adjectives,2,5,0,2,4,2,0,0,0,1
1224,morne,terne,adjectives,6,6,6,6,6,6,6,6,6,6
1225,facile,flexible,adjectives,2,5,3,4,0,4,0,0,0,0
1226,personnel,intime,adjectives,6,6,6,6,5,6,2,6,6,5
1227,couvert,vêtu,adjectives,6,5,3,4,5,5,6,3,5,4
1228,agréable,cruel,adjectives,0,2,2,1,1,3,1,1,0,0
1229,têtu,stupide,adjectives,0,4,4,2,1,4,3,1,1,0
1230,frais,large,adjectives,0,2,0,0,0,0,0,0,0,0
1231,nécessiteux,précaire,adjectives,1,5,5,4,5,4,1,6,5,5
1232,mal,malhonnête,adjectives,0,5,4,4,4,5,2,2,3,4
1233,beau,merveilleux,adjectives,4,6,5,5,3,6,4,3,5,4
1234,brillant,génial,adjectives,1,6,5,6,5,6,6,6,5,5
1235,sale,bon marché,adjectives,0,2,0,0,0,0,1,0,0,0
1236,difficile,dur,adjectives,6,6,6,6,6,6,6,6,6,6
1237,tranchant,lisse,adjectives,0,4,3,1,1,1,2,3,1,1
1238,honteux,chanceux,adjectives,0,3,0,1,1,2,0,1,0,0
1239,ignorant,ordinaire,adjectives,0,3,2,0,0,1,0,1,0,2
1240,mal,génial,adjectives,0,2,0,0,0,3,0,1,0,0
1241,neutre,calme,adjectives,0,4,1,2,1,4,2,4,2,0
1242,fortuit,imprévu,adjectives,6,6,6,6,6,6,6,6,6,6
1243,malin,intelligent,adjectives,0,5,4,5,5,6,6,6,6,5
1244,malhonnête,véridique,adjectives,0,2,2,0,1,0,0,2,0,3
1245,sournois,intelligent,adjectives,0,3,2,2,1,2,3,3,1,2
1246,génial,terrible,adjectives,1,5,0,4,6,3,0,2,6,1
1247,terrifiant,furieux,adjectives,0,3,0,2,1,1,2,1,1,0
1248,épicé,bien,adjectives,0,3,0,0,0,0,0,0,0,0
1249,libre,innocent,adjectives,0,5,1,2,4,1,0,3,1,0
1250,rigide,facile,adjectives,0,2,2,0,0,0,0,0,0,0
1251,doux,tranchant,adjectives,0,2,2,1,1,2,2,1,0,3
1252,difficile,dense,adjectives,1,3,1,3,2,4,0,2,3,0
1253,fragile,frigide,adjectives,0,2,0,0,1,1,0,0,0,0
1254,simple,facile,adjectives,6,5,4,6,6,6,6,6,6,6
1255,nouveau,inutilisé,adjectives,4,5,4,2,4,6,5,5,5,5
1256,différent,normal,adjectives,0,2,2,0,2,4,3,2,0,3
1257,apeuré,anxieux,adjectives,0,4,3,6,2,5,4,4,2,5
1258,découvert,couvert,adjectives,0,2,2,1,1,3,3,2,0,3
1259,agressif,grossier,adjectives,0,4,2,3,2,5,0,2,2,3
1260,amical,généreux,adjectives,0,5,2,3,2,4,3,2,2,3
1261,puissant,faible,adjectives,0,2,2,1,1,3,3,2,0,0
1262,désordonné,laid,adjectives,0,2,0,0,0,0,1,1,0,1
1263,triste,marrant,adjectives,0,2,2,1,1,1,0,2,0,3
1264,effrayé,nerveux,adjectives,0,4,2,0,2,2,0,3,2,2
1265,difficile,simple,adjectives,0,2,2,1,1,3,3,3,0,3
1266,faible,épicé,adjectives,0,2,0,0,0,0,0,0,0,0
1267,grand,flexible,adjectives,0,3,0,0,0,0,0,0,0,0
1268,inutile,nécessaire,adjectives,0,2,2,1,1,3,3,2,0,3
1269,dur,cruel,adjectives,2,4,2,5,4,5,5,4,4,4
1270,impuissant,vulnérable,adjectives,1,4,4,2,4,5,4,3,2,5
1271,détendu,calme,adjectives,3,6,6,5,6,6,6,6,6,6
1272,mal,affreux,adjectives,2,4,3,0,4,4,4,2,3,4
1273,poli,bon,adjectives,1,5,2,4,2,3,2,2,1,1
1274,petit,nain,adjectives,5,5,3,5,5,6,5,2,5,4
1275,heureux,fâché,adjectives,0,2,2,1,1,3,2,1,0,2
1276,incertain,vague,adjectives,5,6,3,6,6,6,4,6,6,4
1277,heureux,content,adjectives,5,5,5,5,6,6,5,6,6,4
1278,doux,moyen,adjectives,0,4,0,0,0,1,4,0,0,0
1279,électrique,doux,adjectives,0,4,0,0,0,0,0,0,0,0
1280,informe,uniforme,adjectives,0,2,2,3,0,3,0,0,0,0
1281,vieux,frais,adjectives,0,2,0,0,1,0,0,0,0,0
1282,sournois,fourbe,adjectives,5,6,5,6,5,6,6,6,6,6
1283,fier,triste,adjectives,0,3,0,1,1,3,2,1,0,2
1284,rare,limité,adjectives,5,5,2,3,5,5,5,5,3,2
1285,personnel,privé,adjectives,6,4,4,5,6,6,6,6,6,5
1286,puéril,idiot,adjectives,0,4,4,4,4,5,2,3,5,5
1287,impatient,inquiet,adjectives,0,4,0,2,2,4,3,1,3,4
1288,ordinaire,moyen,adjectives,5,4,0,4,2,4,6,2,4,5
1289,nouveau,frais,adjectives,4,4,1,4,5,2,6,4,5,5
1290,minuscule,énorme,adjectives,0,2,2,1,1,3,3,2,0,3
1291,grossier,bruyant,adjectives,0,4,3,1,3,0,2,2,1,1
1292,mécanique,électrique,adjectives,0,3,2,3,1,3,4,2,3,4
1293,difficile,facile,adjectives,0,2,2,1,1,3,4,2,0,3
1294,bizarre,ordinaire,adjectives,0,2,2,2,1,3,3,2,0,3
1295,extraverti,entrant,adjectives,0,3,0,0,0,0,0,0,1,0
1296,propre,soigné,adjectives,6,6,5,6,6,6,6,6,6,5
1297,arrêter,conduire,verbs,0,4,1,0,1,3,2,1,0,3
1298,protéger,aider,verbs,1,5,3,3,4,5,4,2,2,5
1299,oublier,ignorer,verbs,0,5,3,6,4,4,4,4,3,4
1300,viser,frapper,verbs,0,4,2,3,4,3,4,1,3,4
1301,critiquer,détester,verbs,0,4,3,3,2,5,4,1,4,3
1302,aller,entrer,verbs,2,3,2,3,2,5,4,3,1,5
1303,errer,chercher,verbs,0,2,3,4,3,3,2,1,1,3
1304,dépendre,compter sur,verbs,4,3,3,5,1,4,4,5,5,5
1305,emprunter,supplier,verbs,0,2,0,2,0,1,2,1,1,2
1306,laisser,apparaître,verbs,0,2,0,0,0,0,0,0,0,0
1307,perdre,échouer,verbs,6,6,4,4,6,2,4,6,6,3
1308,définir,clarifier,verbs,2,4,4,4,5,5,4,4,5,5
1309,représenter,décider,verbs,0,4,0,2,0,2,2,2,0,3
1310,comprendre,pardonner,verbs,0,5,2,4,3,4,3,1,1,5
1311,accepter,nier,verbs,0,2,2,1,1,3,3,2,0,3
1312,clarifier,expliquer,verbs,6,6,5,6,6,6,4,6,6,6
1313,conclure,décider,verbs,6,5,3,5,4,6,2,6,2,4
1314,collecter,organiser,verbs,0,3,2,3,0,4,0,2,0,3
1315,détruire,faire,verbs,0,2,2,1,1,3,2,2,0,1
1316,boire,avaler,verbs,2,5,4,4,5,5,4,4,5,4
1317,recevoir,attraper,verbs,0,4,4,5,5,5,4,5,2,4
1318,contrarier,blesser,verbs,4,4,5,4,4,6,3,4,5,5
1319,suivre,chasser,verbs,5,2,1,2,3,4,4,4,0,2
1320,emprunter,vouloir,verbs,0,2,0,0,0,4,1,1,0,2
1321,apprécier,détester,verbs,0,1,2,1,1,3,3,2,0,3
1322,aller,vendre,verbs,0,2,0,0,0,1,0,0,0,1
1323,chevaucher,courir,verbs,0,3,2,2,2,2,1,1,0,2
1324,arrêter,prévenir,verbs,3,3,0,0,2,0,3,0,3,0
1325,saluer,accomplir,verbs,0,2,0,0,0,0,0,0,0,0
1326,absorber,retirer,verbs,2,2,0,2,4,3,3,0,2,2
1327,témoigner,juger,verbs,0,4,2,1,2,4,1,1,1,3
1328,annuler,rejeter,verbs,1,4,1,5,5,5,1,6,4,5
1329,inspecter,examiner,verbs,6,6,4,6,6,6,6,6,6,6
1330,croire,ressentir,verbs,0,4,3,3,1,5,2,3,2,4
1331,décomposer,détruire,verbs,1,5,2,6,5,4,4,4,4,4
1332,devenir,sembler,verbs,0,3,0,2,0,5,3,0,0,3
1333,cuisiner,perdre,verbs,0,1,0,0,0,0,0,0,0,0
1334,enterrer,mourir,verbs,0,5,3,4,2,2,2,2,1,1
1335,respirer,étouffer,verbs,0,4,3,1,1,3,3,1,1,3
1336,découvrir,provenir,verbs,0,2,0,1,0,1,0,0,0,0
1337,ajourner,terminer,verbs,2,5,2,2,6,5,0,2,2,3
1338,expliquer,prouver,verbs,4,4,3,6,5,5,5,3,4,5
1339,livrer,porter,verbs,2,5,4,6,6,4,3,5,5,4
1340,trouver,disparaître,verbs,0,2,0,0,1,0,0,0,0,1
1341,arrêter,siffler,verbs,2,3,0,0,0,0,0,0,0,0
1342,commencer,aller,verbs,0,3,0,1,0,4,3,1,0,1
1343,laisser,errer,verbs,0,4,0,1,0,0,0,0,0,0
1344,donner,prêter,verbs,4,5,3,5,2,5,5,4,3,3
1345,dire,rappeler,verbs,3,4,1,5,2,6,4,3,3,3
1346,apprendre,éduquer,verbs,5,4,3,4,6,4,3,3,5,4
1347,expulser,partir,verbs,0,4,1,2,4,2,2,4,2,3
1348,payer,traiter,verbs,2,2,0,2,2,3,1,6,0,1
1349,prétendre,représenter,verbs,0,3,0,0,0,1,0,0,0,0
1350,noter,évaluer,verbs,6,6,5,6,6,6,6,6,6,6
1351,aller,venir,verbs,4,4,3,5,5,6,3,3,3,5
1352,collecter,sauvegarder,verbs,2,4,4,3,4,4,3,1,2,5
1353,mordre,combattre,verbs,0,4,1,2,2,0,3,1,1,4
1354,mentir,prétendre,verbs,5,4,3,2,4,4,4,4,5,5
1355,comprendre,découvrir,verbs,1,5,3,5,4,3,3,1,1,4
1356,se disputer,persuader,verbs,0,2,1,1,1,0,0,2,1,0
1357,bouillir,frire,verbs,1,5,2,4,1,4,3,3,3,4
1358,pardonner,excuser,verbs,6,6,5,6,5,6,6,6,6,6
1359,vivre,survivre,verbs,5,3,4,5,4,5,4,4,5,5
1360,atteindre,essayer,verbs,0,3,2,2,0,1,2,0,0,4
1361,refuser,décliner,verbs,6,5,6,6,6,6,6,6,6,6
1362,échouer,compter,verbs,0,3,0,1,0,0,0,0,0,0
1363,secouer,mélanger,verbs,3,4,6,4,5,5,4,4,2,4
1364,mélanger,conduire,verbs,0,2,0,0,0,0,0,0,0,0
1365,quitter,expulser,verbs,0,3,1,2,3,3,2,1,1,2
1366,être d'accord,être en désaccord,verbs,0,1,2,1,1,3,3,3,0,3
1367,obtenir,rester,verbs,0,3,0,0,0,1,0,0,0,0
1368,se battre,tuer,verbs,0,4,3,2,2,1,3,1,2,3
1369,être d'accord,différer,verbs,0,2,0,1,1,3,2,2,0,3
1370,apporter,restaurer,verbs,0,2,0,0,0,0,0,0,0,0
1371,prendre,laisser,verbs,0,2,1,2,1,3,3,2,0,3
1372,organiser,nécessiter,verbs,0,3,0,0,0,0,0,0,0,1
1373,essayer,penser,verbs,0,3,0,0,0,0,0,0,0,0
1374,déchirer,porter,verbs,0,2,0,0,0,0,0,0,0,0
1375,analyser,évaluer,verbs,4,5,5,6,4,6,3,6,5,5
1376,unir,marier,verbs,6,6,4,6,6,5,6,5,6,6
1377,recueillir,rencontrer,verbs,0,3,0,3,0,3,1,1,0,0
1378,briller,luire,verbs,6,6,5,6,6,6,6,5,5,5
1379,attacher,rejoindre,verbs,6,2,0,3,4,2,2,0,0,0
1380,laisser,ignorer,verbs,5,4,4,5,4,5,4,3,6,5
1381,reprocher,accuser,verbs,6,5,4,4,5,5,4,6,2,6
1382,explorer,découvrir,verbs,2,6,4,4,6,5,6,5,3,5
1383,vouloir,choisir,verbs,0,5,4,3,4,6,0,0,4,4
1384,prendre,obtenir,verbs,0,5,3,4,4,4,1,3,4,3
1385,lire,mordre,verbs,0,0,0,0,0,0,0,0,0,0
1386,écouter,obéir,verbs,5,5,1,4,4,5,6,6,4,1
1387,démolir,fracasser,verbs,6,6,3,3,5,6,6,6,5,5
1388,assister,arriver,verbs,0,3,0,1,0,0,0,0,0,0
1389,supposer,prédire,verbs,3,4,1,4,5,4,3,2,3,4
1390,câliner,étreindre,verbs,5,6,5,6,5,5,6,6,4,6
1391,organiser,arranger,verbs,4,5,5,6,6,4,6,4,4,5
1392,acquérir,voler,verbs,1,1,2,3,1,3,2,1,1,4
1393,rejeter,condamner,verbs,5,5,3,6,4,2,3,4,3,2
1394,créer,plonger,verbs,0,2,0,0,0,0,0,0,0,0
1395,voler,acheter,verbs,0,1,2,1,1,3,3,1,1,3
1396,mourir,se désintégrer,verbs,2,5,2,2,4,5,4,2,4,4
1397,demander,plaider,verbs,0,4,2,3,4,6,0,1,3,4
1398,envoyer,assister,verbs,0,3,0,1,0,1,0,0,0,0
1399,prendre,saisir,verbs,6,6,5,6,6,6,6,6,6,6
1400,hanter,effrayer,verbs,4,5,5,3,4,4,5,3,1,4
1401,comprendre,écouter,verbs,0,4,4,2,4,3,4,1,1,4
1402,chercher,trouver,verbs,0,5,5,2,1,3,4,3,1,3
1403,battre,gagner,verbs,4,6,5,4,4,0,3,3,4,6
1404,transporter,soulever,verbs,1,5,4,3,2,2,4,2,1,0
1405,inquiéter,gaspiller,verbs,0,2,0,0,0,0,0,0,0,1
1406,polir,informer,verbs,0,2,0,0,0,0,0,0,0,0
1407,donner,nier,verbs,0,2,0,0,0,2,0,0,0,0
1408,arguer,exiger,verbs,0,4,3,5,2,1,0,1,0,3
1409,chercher,se renseigner,verbs,6,6,4,5,6,3,5,2,3,4
1410,joindre,ajouter,verbs,0,4,3,6,6,6,4,6,3,5
1411,frustrer,décourager,verbs,1,5,4,4,3,4,2,3,3,4
1412,sauver,secourir,verbs,6,6,6,6,6,6,6,5,6,5
1413,tuer,étouffer,verbs,1,4,3,4,4,5,4,1,6,4
1414,devenir,apparaître,verbs,0,4,0,3,4,3,0,0,0,0
1415,prendre,livrer,verbs,0,2,0,1,2,3,1,0,0,0
1416,mélanger,boire,verbs,0,3,1,0,0,1,2,1,0,0
1417,verser,goutter,verbs,0,4,2,1,0,0,2,3,1,3
1418,diminuer,descendre,verbs,6,5,4,3,4,5,2,2,6,5
1419,supposer,prétendre,verbs,0,5,3,2,6,6,3,1,1,3
1420,sélectionner,choisir,verbs,6,6,5,6,6,6,6,5,6,6
1421,se comporter,obéir,verbs,0,5,3,2,4,5,5,4,4,3
1422,ajouter,construire,verbs,0,3,0,2,4,4,1,0,1,0
1423,choisir,élire,verbs,6,5,4,5,6,5,5,3,5,4
1424,mélanger,dissoudre,verbs,4,3,3,4,5,4,4,1,4,3
1425,perdre,soustraire,verbs,0,3,3,2,4,4,2,1,0,4
1426,accepter,décliner,verbs,0,3,3,1,1,3,3,2,0,3
1427,plaider,supplier,verbs,0,4,2,2,4,1,0,1,2,5
1428,étouffer,étreindre,verbs,5,4,1,3,2,2,3,4,1,3
1429,mouiller,réduire,verbs,0,1,0,0,0,0,0,0,0,0
1430,obtenir,mettre,verbs,0,2,0,1,0,1,0,1,0,0
1431,apporter,se plaindre,verbs,0,2,0,0,0,0,0,0,0,0
1432,rivaliser,terminer,verbs,0,2,0,0,0,0,0,0,0,0
1433,se fiancer,se marier,verbs,6,5,5,4,2,5,6,3,5,5
1434,se plaindre,se disputer,verbs,0,3,2,3,2,2,3,1,1,4
1435,venir,assister,verbs,0,5,4,2,5,6,5,1,2,4
1436,commencer,cesser,verbs,0,2,2,1,1,3,3,1,0,3
1437,perdre,garder,verbs,0,2,2,1,1,2,3,1,0,3
1438,réussir,accomplir,verbs,6,6,4,4,6,6,6,3,6,5
1439,cuisiner,frire,verbs,3,5,2,2,4,4,4,2,5,3
1440,devoir,prêter,verbs,0,3,0,0,0,3,3,1,0,0
1441,rejeter,éviter,verbs,2,4,0,2,4,1,2,2,2,4
1442,donner,emprunter,verbs,0,3,2,2,1,3,3,1,0,3
1443,permettre,approuver,verbs,5,5,3,3,6,1,5,0,4,4
1444,parler,chuchoter,verbs,4,5,3,3,4,5,4,3,4,5
1445,s'arrêter,attendre,verbs,0,5,2,3,5,6,2,1,1,4
1446,donner,mettre,verbs,6,2,0,1,2,4,3,0,0,0
1447,enquêter,examiner,verbs,5,4,3,6,4,3,3,2,2,6
1448,prendre,recevoir,verbs,2,3,3,3,2,5,3,2,1,3
1449,chercher,viser,verbs,0,4,4,4,3,4,2,0,0,5
1450,s'entraîner,répéter,verbs,2,5,5,4,6,4,6,2,5,5
1451,protéger,défendre,verbs,6,6,5,5,6,6,6,6,6,3
1452,punir,obéir,verbs,0,2,2,2,2,3,1,1,0,3
1453,joindre,acquérir,verbs,0,3,0,2,4,3,0,0,0,0
1454,apprendre,écouter,verbs,0,4,3,4,3,2,3,1,0,4
1455,écouter,entendre,verbs,4,5,4,4,5,5,4,6,5,5
1456,renoncer,réprimer,verbs,0,4,0,1,5,3,1,0,0,6
1457,rassembler,réunir,verbs,6,6,6,6,6,5,6,6,6,6
1458,croître,augmenter,verbs,6,6,6,6,6,6,6,6,6,6
1459,être d'accord,débattre,verbs,1,2,4,3,4,5,4,2,1,3
1460,saisir,comprendre,verbs,6,6,6,5,6,6,6,6,6,6
1461,débattre,justifier,verbs,0,4,4,2,4,4,4,2,1,3
1462,couvrir,enterrer,verbs,4,5,2,3,5,1,5,3,2,3
1463,partir,aller,verbs,6,5,3,4,4,6,5,5,3,4
1464,renier,négliger,verbs,0,3,3,2,2,2,2,1,0,4
1465,débattre,différer,verbs,0,3,0,1,1,0,3,3,1,4
1466,multiplier,diviser,verbs,1,3,3,2,1,4,4,2,1,3
1467,saisir,satisfaire,verbs,0,3,0,2,0,2,0,0,0,0
1468,aller,envoyer,verbs,0,3,0,1,3,1,0,0,0,1
1469,localiser,trouver,verbs,5,5,5,4,6,6,3,3,6,5
1470,imprimer,ignorer,verbs,0,2,0,0,0,0,0,0,0,0
1471,lutter,saisir,verbs,0,3,0,1,3,0,0,1,0,0
1472,représenter,notifier,verbs,0,4,3,2,0,1,0,0,0,4
1473,acquérir,obtenir,verbs,6,6,5,6,6,5,3,6,6,6
1474,nier,mentir,verbs,0,3,4,3,5,4,2,1,0,3
1475,humilier,conforter,verbs,0,2,1,1,1,0,2,1,0,1
1476,mendier,demander,verbs,1,5,2,4,4,6,4,3,3,4
1477,tuer,détruire,verbs,1,5,3,3,5,4,4,2,1,4
1478,diviser,détacher,verbs,1,3,0,3,4,1,0,4,0,0
1479,interdire,arrêter,verbs,0,4,0,4,4,4,0,3,1,5
1480,critiquer,pousser,verbs,0,2,0,0,0,2,0,0,0,0
1481,sentir,gâcher,verbs,0,2,0,0,0,0,0,0,0,0
1482,tromper,tricher,verbs,1,5,5,5,5,3,4,2,3,5
1483,arrêter,suspecter,verbs,0,4,2,0,0,4,3,0,1,2
1484,absorber,posséder,verbs,0,2,0,3,4,0,0,0,0,1
1485,accepter,rejeter,verbs,0,2,3,1,1,3,3,2,0,3
1486,tisser,bouger,verbs,0,2,0,0,0,0,0,0,0,1
1487,déranger,aggraver,verbs,0,2,0,1,0,0,0,0,0,1
1488,faire,cesser,verbs,0,3,2,0,1,3,0,2,0,3
1489,être d'accord,accepter,verbs,4,5,4,3,5,4,2,4,4,6
1490,savoir,inclure,verbs,0,3,0,1,0,0,0,0,0,1
1491,prendre,posséder,verbs,1,4,2,3,5,4,0,2,3,4
1492,adorer,admirer,verbs,1,6,4,5,5,5,5,3,5,5
1493,être d'accord,satisfaire,verbs,0,5,1,3,4,1,0,1,5,3
1494,faire,construire,verbs,4,5,2,2,6,5,6,5,4,4
1495,élire,rejeter,verbs,0,2,1,1,1,3,0,0,0,3
1496,fracasser,briser,verbs,4,6,4,5,5,5,5,6,4,5
1497,faire,devenir,verbs,0,4,0,2,2,0,0,0,0,3
1498,détruire,construire,verbs,0,2,3,1,1,3,3,3,0,3
1499,détruire,sauver,verbs,0,2,2,1,1,2,1,0,0,3
1500,laisser,permettre,verbs,3,5,5,6,6,5,4,3,6,6
1501,rincer,laver,verbs,5,5,5,3,3,6,6,4,5,5
1502,donner,savoir,verbs,0,3,0,0,0,3,0,0,0,0
1503,prendre sa retraite,rétracter,verbs,0,3,0,1,4,1,0,0,1,3
1504,traiter,vendre,verbs,0,3,0,1,2,0,0,0,0,2
1505,oublier,apprendre,verbs,0,3,1,1,1,2,3,1,0,3
1506,conseiller,recommander,verbs,6,6,5,5,6,6,6,6,6,6
1507,boiter,marcher,verbs,1,4,2,2,4,4,4,4,3,5
1508,haïr,mépriser,verbs,5,5,5,6,5,4,4,5,5,4
1509,penser,décider,verbs,0,4,3,3,4,5,1,2,2,3
1510,réduire,rétrécir,verbs,5,6,2,5,6,6,6,6,5,5
1511,grimper,randonner,verbs,0,5,2,2,3,2,4,1,3,4
1512,siroter,engloutir,verbs,0,4,2,2,2,2,3,2,2,3
1513,acquérir,obtenir,verbs,6,6,5,6,6,4,4,6,6,6
1514,tomber,blesser,verbs,0,3,1,1,4,2,1,1,1,2
1515,pincer,frapper,verbs,0,5,2,1,4,5,4,2,4,3
1516,demander,prier,verbs,2,5,2,4,6,4,6,0,6,4
1517,donner,permettre,verbs,0,3,2,2,2,1,0,0,1,3
1518,ignorer,éviter,verbs,1,5,0,4,4,4,3,6,4,5
1519,laisser,rencontrer,verbs,0,3,0,0,0,2,0,0,0,2
1520,supposer,prédire,verbs,2,4,2,3,5,3,3,2,1,4
1521,récolter,gagner,verbs,2,5,3,3,5,3,2,2,5,4
1522,désirer,vouloir,verbs,6,6,3,6,6,6,6,6,6,6
1523,offenser,déranger,verbs,1,5,1,2,2,2,4,4,2,4
1524,contempler,penser,verbs,0,4,1,1,0,1,2,5,3,2
1525,accepter,recommander,verbs,0,4,0,1,2,0,0,0,0,3
1526,payer,acheter,verbs,5,3,3,4,6,6,3,4,2,6
1527,mélanger,combiner,verbs,5,6,3,6,5,5,6,6,5,4
1528,envoyer,recevoir,verbs,0,3,3,2,1,3,3,3,1,3
1529,créer,imaginer,verbs,3,5,3,5,6,5,4,3,3,5
1530,atteindre,réussir,verbs,4,5,4,4,5,4,2,5,5,6
1531,penser,rationaliser,verbs,0,4,4,4,3,5,4,5,5,5
1532,garder,donner,verbs,0,3,3,1,1,3,3,2,0,3
1533,parler,entendre,verbs,0,3,3,1,2,3,2,2,0,3
1534,permettre,réfuter,verbs,0,3,0,0,1,0,0,0,0,1
