ID,Word 1,Word 2,PoS,participant 1,participant 2,participant 3,participant 4,participant 5,participant 6,participant 7,participant 8,participant 9,participant 10
1535,satisfaire,faire plaisir,verbs,1,6,4,5,6,4,6,6,4,6
1536,aller,permettre,verbs,0,3,0,0,0,0,0,0,0,1
1537,boire,siroter,verbs,6,6,3,5,5,4,5,5,5,5
1538,contrôler,arrêter,verbs,0,4,3,2,4,5,2,1,1,4
1539,commencer,provenir,verbs,0,2,0,1,0,4,0,0,0,0
1540,réussir,essayer,verbs,0,4,2,2,2,3,4,1,1,4
1541,se battre,être en désaccord,verbs,1,5,2,4,5,4,3,4,3,5
1542,entrer,devoir,verbs,0,3,0,0,0,0,0,0,0,0
1543,joindre,marier,verbs,2,5,3,5,6,1,3,6,1,5
1544,réduire,restreindre,verbs,5,6,4,5,6,6,5,4,4,6
1545,créer,construire,verbs,5,5,2,6,6,6,6,6,3,5
1546,gagner,réussir,verbs,2,6,2,5,6,5,6,6,4,4
1547,débuter,commencer,verbs,6,6,6,6,6,6,6,6,6,5
1548,surprendre,fêter,verbs,0,4,2,0,0,0,2,1,0,1
1549,absorber,apprendre,verbs,1,5,3,3,4,1,2,4,1,2
1550,nommer,élire,verbs,6,5,5,5,6,6,6,6,6,4
1551,dériver,couler,verbs,1,3,4,1,3,1,4,5,1,1
1552,prendre,voler,verbs,3,4,2,4,4,5,6,0,1,4
1553,se produire,arriver,verbs,6,6,5,6,6,6,6,6,6,5
1554,remplacer,restaurer,verbs,0,4,3,4,4,4,4,1,1,4
1555,se dissiper,disparaître,verbs,6,5,6,6,6,6,6,6,3,5
1556,cuire,frire,verbs,5,5,3,4,5,4,5,3,5,5
1557,attraper,terminer,verbs,0,3,0,0,0,1,0,0,0,0
1558,griffonner,écrire,verbs,6,5,3,3,5,5,6,6,4,5
1559,emprunter,vendre,verbs,0,3,2,1,2,0,2,0,0,2
1560,comparer,analyser,verbs,2,5,3,4,6,5,1,3,1,5
1561,étouffer,submerger,verbs,0,4,4,2,4,1,4,3,5,0
1562,arriver,laisser,verbs,0,3,0,0,0,1,0,0,0,0
1563,garder,protéger,verbs,5,5,4,4,5,5,4,5,2,5
1564,unir,attacher,verbs,4,5,5,6,6,2,5,0,5,4
1565,taquiner,blesser,verbs,0,3,0,1,3,4,3,1,3,3
1566,réveiller,ronfler,verbs,0,3,2,1,1,3,1,1,0,2
1567,mépriser,accuser,verbs,0,3,0,0,4,4,1,0,0,4
1568,fermer,vomir,verbs,0,1,0,0,0,0,0,0,0,0
1569,tenir,étreindre,verbs,4,4,2,3,4,5,5,3,3,3
1570,impliquer,inclure,verbs,6,4,4,4,6,4,5,6,3,6
1571,porter,apporter,verbs,1,3,5,4,5,2,5,3,6,4
1572,s'écraser,se fracasser,verbs,6,6,5,6,5,5,6,6,5,4
1573,penser,se renseigner,verbs,0,3,0,2,0,1,2,0,1,3
1574,partir,rejoindre,verbs,1,4,4,1,1,2,2,2,1,4
1575,diviser,unir,verbs,0,3,3,1,1,3,3,2,0,3
1576,rappeler,vendre,verbs,0,2,0,0,1,0,0,0,0,1
1577,battre en retraite,partir,verbs,4,6,3,5,6,6,4,6,5,4
1578,laisser,attendre,verbs,2,4,0,2,0,2,0,0,0,3
1579,boire,élever,verbs,0,1,0,0,0,0,0,0,0,0
1580,savoir,croire,verbs,0,3,4,3,1,5,4,3,4,4
1581,recevoir,acheter,verbs,0,3,0,3,1,1,3,1,1,4
1582,mettre,pendre,verbs,0,3,0,1,3,2,1,0,0,0
1583,débattre,prouver,verbs,0,4,3,2,2,3,3,5,0,4
1584,juger,décider,verbs,0,5,5,6,6,1,3,6,5,5
1585,pousser,tirer,verbs,4,3,3,1,1,3,3,2,0,4
1586,argumenter,débattre,verbs,2,5,6,6,6,5,5,6,4,5
1587,assister,débattre,verbs,0,3,3,1,0,2,0,0,0,2
1588,satisfaire,divertir,verbs,0,4,1,0,2,0,0,2,0,4
1589,promouvoir,avancer,verbs,0,4,3,3,6,4,0,3,1,2
1590,développer,croître,verbs,5,5,5,6,6,4,0,6,3,5
1591,faire,gagner,verbs,2,3,0,0,0,1,0,0,0,0
1592,se souvenir,penser,verbs,5,3,2,3,5,2,1,5,3,4
1593,accuser,mentir,verbs,0,3,0,2,0,1,1,0,0,3
1594,organiser,devenir,verbs,0,2,0,0,0,0,0,0,0,1
1595,faire,se produire,verbs,0,5,1,2,4,2,0,0,1,3
1596,presser,étreindre,verbs,3,5,0,5,4,3,3,6,3,3
1597,accomplir,devenir,verbs,0,4,0,4,4,2,0,2,1,4
1598,satisfaire,plaider,verbs,0,2,0,1,0,0,0,0,0,0
1599,agresser,aggraver,verbs,0,2,0,4,2,0,0,1,0,4
1600,poursuivre,persuader,verbs,0,3,0,0,0,1,0,0,0,3
1601,fissurer,casser,verbs,4,5,3,3,5,2,6,4,2,5
1602,apprendre,évaluer,verbs,0,5,0,2,2,0,0,1,0,3
1603,vérifier,justifier,verbs,2,4,2,4,4,2,2,3,1,4
1604,éviter,nier,verbs,0,3,0,2,1,1,0,0,1,3
1605,attaque,blesser,verbs,2,4,2,3,4,2,0,4,4,0
1606,percevoir,entendre,verbs,4,5,4,4,4,6,0,5,4,4
1607,libérer,presser,verbs,0,4,0,0,0,0,0,0,0,0
1608,accepter,pardonner,verbs,0,6,1,2,2,2,1,1,1,5
1609,donner,voler,verbs,0,1,2,1,1,3,3,0,0,3
1610,apparaître,assister,verbs,0,4,0,2,5,1,0,0,0,3
1611,enseigner,éduquer,verbs,5,6,4,5,6,4,4,6,4,5
1612,trébucher,tomber,verbs,3,5,3,6,6,4,4,4,6,5
1613,parler,reconnaître,verbs,0,4,0,0,0,1,0,0,0,0
1614,grelotter,geler,verbs,1,5,4,5,4,2,2,6,3,4
1615,recevoir,accepter,verbs,0,5,5,2,0,3,4,3,4,4
1616,évacuer,déterminer,verbs,0,3,0,0,0,1,0,0,0,0
1617,porter,ronger,verbs,0,3,0,0,0,0,0,0,0,0
1618,tuer,défendre,verbs,0,4,2,1,0,2,2,1,0,1
1619,élever,augmenter,verbs,6,6,3,6,6,3,6,6,5,6
1620,parier,miser,verbs,6,6,4,6,6,6,4,6,5,6
1621,garder,emprunter,verbs,0,4,2,1,1,4,3,0,1,3
1622,sauver,protéger,verbs,1,5,2,5,6,4,4,5,1,4
1623,perdre,obtenir,verbs,0,1,2,1,1,2,3,1,0,3
1624,saluer,rencontrer,verbs,1,6,3,3,4,1,1,1,1,4
1625,chanter,flotter,verbs,0,2,0,0,0,0,0,0,0,0
1626,assister,aider,verbs,6,6,5,6,6,5,4,6,6,6
1627,dire,vérifier,verbs,0,4,1,1,0,2,0,0,0,2
1628,promettre,jurer,verbs,6,6,6,6,6,6,0,6,6,6
1629,casser,craquer,verbs,3,5,1,6,5,5,2,5,2,4
1630,remuer,mélanger,verbs,4,4,6,4,6,6,3,6,5,4
1631,descendre,battre en retraite,verbs,0,3,0,0,0,0,1,1,1,0
1632,arriver,venir,verbs,3,6,5,5,6,5,5,5,4,6
1633,déclarer,annoncer,verbs,4,6,6,6,6,5,6,6,6,6
1634,marcher,rester,verbs,0,4,3,1,4,4,3,1,1,5
1635,échouer,décourager,verbs,0,4,2,2,2,2,1,2,1,4
1636,insulter,offenser,verbs,0,6,5,6,5,3,4,6,5,6
1637,dépenser,sauver,verbs,0,2,0,1,1,0,0,1,0,0
1638,éroder,pâlir,verbs,0,4,0,0,0,1,0,1,0,0
1639,rétrécir,croître,verbs,0,1,2,1,1,3,3,2,0,3
1640,ignorer,demander,verbs,0,2,2,2,0,0,0,1,0,4
1641,réussir,échouer,verbs,0,3,2,1,1,3,3,2,0,3
1642,enseigner,punir,verbs,0,2,0,0,1,1,1,1,0,1
1643,informer,notifier,verbs,6,6,5,6,6,4,6,6,6,6
1644,débattre,rationaliser,verbs,0,4,4,2,4,3,3,5,1,5
1645,battre,fouetter,verbs,4,6,5,5,6,6,4,5,6,5
1646,permettre,éroder,verbs,0,3,0,0,0,0,0,0,0,0
1647,saisir,agripper,verbs,5,6,4,6,6,5,6,6,4,5
1648,emboutir,s'écraser,verbs,0,6,5,4,5,4,1,5,2,4
1649,tuer,pendre,verbs,0,6,3,4,4,4,4,4,6,4
1650,apporter,envoyer,verbs,0,5,1,2,2,2,2,4,0,3
1651,exiger,réprimander,verbs,0,3,1,0,2,0,0,0,0,3
1652,se dépêcher,se ruer,verbs,5,6,3,6,6,4,6,6,5,6
1653,fuir,s'échapper,verbs,4,6,6,6,6,6,6,6,6,6
1654,gagner,accomplir,verbs,1,4,0,2,2,2,0,0,1,4
1655,nier,admettre,verbs,0,1,2,1,1,3,3,2,0,3
1656,prendre,porter,verbs,1,5,1,1,2,5,2,1,1,0
1657,rire,chanter,verbs,0,3,1,1,2,4,2,1,1,4
1658,énerver,deviner,verbs,0,3,0,0,0,0,0,0,0,0
1659,rire,crier,verbs,1,3,0,1,1,4,2,2,1,4
1660,rassembler,assister,verbs,0,4,0,1,0,0,0,0,0,2
1661,coopérer,participer,verbs,3,6,5,4,4,3,2,2,4,5
1662,dire,participer,verbs,0,5,3,2,4,0,0,0,1,4
1663,loucher,éblouir,verbs,0,2,0,1,0,0,0,0,0,0
1664,puer,sentir,verbs,3,6,3,4,4,4,6,3,4,3
1665,enquêter,poursuivre,verbs,0,4,3,3,3,1,2,1,1,1
1666,pouffer,rire,verbs,4,6,5,5,5,6,6,5,6,5
1667,retenir,garder,verbs,6,6,5,5,6,6,5,6,2,5
1668,attacher,tresser,verbs,2,4,2,3,4,4,4,5,2,4
1669,surmonter,dominer,verbs,3,6,3,4,5,6,6,5,2,3
1670,recevoir,atteindre,verbs,0,3,0,0,0,0,0,0,0,0
1671,garder,posséder,verbs,4,5,2,4,5,1,3,1,1,5
1672,participer,rejoindre,verbs,2,6,3,5,6,2,0,3,0,5
1673,détériorer,essuyer,verbs,0,2,0,0,2,0,0,0,0,0
1674,séparer,attacher,verbs,0,1,2,1,1,2,3,2,0,3
1675,chérir,garder,verbs,3,6,3,1,2,1,2,1,1,3
1676,cuisiner,mélanger,verbs,1,4,1,3,2,3,2,2,1,4
1677,critiquer,remarquer,verbs,0,5,1,2,2,4,2,1,1,4
1678,encourager,décourager,verbs,0,1,2,1,1,3,3,3,0,3
1679,laisser,entrer,verbs,0,3,0,0,0,0,0,0,0,1
1680,voler,kidnapper,verbs,0,5,1,2,6,5,6,4,2,4
1681,rappeler,oublier,verbs,0,1,2,1,1,3,2,2,0,3
1682,partir,rester,verbs,0,1,3,1,1,3,3,2,0,3
1683,pardonner,oublier,verbs,4,5,4,1,2,4,2,4,3,5
1684,créer,détruire,verbs,0,1,2,1,1,3,2,2,0,3
1685,hurler,crier,verbs,6,6,5,6,5,6,6,6,6,5
1686,juger,accuser,verbs,0,5,3,4,4,6,3,1,1,4
1687,exiger,se renseigner,verbs,0,4,0,1,1,1,0,0,0,2
1688,attendre,rester,verbs,2,5,3,3,4,4,0,2,1,5
1689,battre,mélanger,verbs,6,6,6,4,6,4,3,6,5,5
1690,accepter,croire,verbs,4,6,1,2,4,5,3,0,4,5
1691,chercher,chasser,verbs,3,4,0,0,3,4,0,2,0,4
1692,prétendre,sembler,verbs,2,4,3,2,4,3,0,1,1,0
1693,contrarier,décourager,verbs,0,4,0,3,4,4,0,1,3,4
1694,secouer,recueillir,verbs,0,2,0,0,0,1,0,0,0,0
1695,importuner,déranger,verbs,6,6,6,6,6,6,6,6,6,5
1696,venir,apporter,verbs,0,3,1,0,2,2,0,0,1,0
1697,terminer,être diplômé,verbs,1,5,2,4,4,4,3,0,5,3
1698,créer,faire,verbs,4,5,4,5,6,6,6,5,6,5
1699,voyager,aller,verbs,3,5,3,5,5,4,4,5,3,4
1700,gagner,dominer,verbs,1,6,2,6,5,4,3,4,0,3
1701,feindre,imaginer,verbs,0,5,0,2,2,2,2,0,1,2
1702,comprendre,savoir,verbs,0,5,3,4,4,4,6,2,2,4
1703,mériter,gagner,verbs,0,5,2,2,5,2,3,3,2,0
1704,séparer,partir,verbs,0,5,2,4,3,1,0,1,2,0
1705,exprimer,dire,verbs,2,6,6,6,6,5,6,5,6,5
1706,couvrir,protéger,verbs,2,6,5,6,6,5,5,5,5,4
1707,lire,saisir,verbs,0,4,0,0,0,3,3,0,0,1
1708,irriter,contrarier,verbs,3,6,6,6,6,6,5,4,5,5
1709,décider,choisir,verbs,5,6,6,5,6,5,0,6,6,6
1710,acquérir,trouver,verbs,2,4,3,4,5,4,0,1,1,4
1711,déterminer,prédire,verbs,2,5,5,6,4,3,0,4,3,5
1712,discuter,expliquer,verbs,0,5,3,4,4,2,1,3,2,5
1713,attraper,chasser,verbs,0,3,1,3,4,3,0,1,0,2
1714,frapper,attirer,verbs,0,2,0,1,2,6,0,0,0,0
1715,donner,désavouer,verbs,0,2,0,0,0,0,0,0,0,0
1716,brûler,étouffer,verbs,0,1,0,0,2,2,0,0,0,2
1717,nager,rencontrer,verbs,0,1,0,0,0,5,0,0,0,0
1718,communiquer,prier,verbs,0,4,1,2,0,0,0,2,0,1
1719,accepter,livrer,verbs,0,4,0,1,0,2,0,0,0,4
1720,oublier,savoir,verbs,0,1,2,1,1,3,3,2,0,3
1721,restaurer,réparer,verbs,5,6,5,6,6,5,6,6,6,6
1722,coopérer,rejoindre,verbs,0,5,1,3,5,4,2,1,1,5
1723,désorganisé,organisé,verbs,0,1,2,1,1,3,3,3,0,3
1724,rester,retenir,verbs,0,4,2,2,2,3,1,0,1,2
1725,capturer,imiter,verbs,1,2,0,0,0,2,0,0,0,0
1726,jouer,combattre,verbs,0,3,0,2,0,4,2,1,0,2
1727,accepter,reconnaître,verbs,4,6,3,6,6,5,6,6,6,5
1728,débattre,hurler,verbs,0,4,1,2,2,2,3,1,2,4
1729,crier,sangloter,verbs,0,4,1,3,2,4,2,1,1,5
1730,dissoudre,fondre,verbs,4,6,4,6,6,5,3,6,6,5
1731,ajouter,diviser,verbs,0,2,2,1,1,3,3,2,1,3
1732,multiplier,ajouter,verbs,2,5,2,3,2,4,3,4,2,4
1733,frapper,blesser,verbs,2,6,3,2,5,5,4,4,4,4
1734,renoncer,renier,verbs,2,4,4,3,4,4,2,5,1,3
1735,reconnaître,notifier,verbs,1,4,0,2,2,4,0,0,0,0
1736,apprendre,confondre,verbs,0,2,2,1,0,2,1,0,0,2
1737,pleurer,crier,verbs,0,4,2,3,4,4,4,1,1,4
1738,suggérer,conseiller,verbs,5,6,5,5,6,6,6,6,5,6
1739,imiter,représenter,verbs,0,3,3,4,4,5,0,3,0,0
1740,apprécier,divertir,verbs,0,3,0,1,2,0,0,2,0,2
1741,capturer,attraper,verbs,6,6,6,6,6,6,6,6,4,5
1742,trouver,échapper,verbs,0,2,0,0,0,2,1,1,0,0
1743,chercher,regarder,verbs,0,4,3,1,4,4,3,1,0,4
1744,convaincre,débattre,verbs,0,4,5,2,4,4,5,4,1,5
1745,influencer,incliner,verbs,0,5,5,2,0,3,2,6,1,6
1746,abaisser,réduire,verbs,5,5,4,4,6,4,6,6,3,5
1747,ignorer,explorer,verbs,0,2,2,0,0,2,0,0,0,0
1748,tenter,avoir l'intention de,verbs,0,5,3,6,5,3,6,5,5,6
1749,résoudre,terminer,verbs,4,5,5,6,4,4,2,1,1,5
1750,étaler,propager,verbs,5,6,3,6,5,1,5,6,2,5
1751,proclamer,annoncer,verbs,6,6,6,6,6,6,2,6,6,6
1752,essayer,convaincre,verbs,0,3,0,2,2,1,0,1,0,1
1753,faire grève,manquer,verbs,2,4,0,4,2,3,3,3,0,1
1754,parcourir,errer,verbs,1,6,2,5,4,4,3,1,1,0
1755,lancer,envoyer,verbs,6,6,5,6,6,6,6,6,2,1
1756,déguiser,couvrir,verbs,2,4,1,3,4,5,6,2,0,4
1757,aider,demander,verbs,0,3,1,1,2,1,2,1,0,1
1758,recevoir,donner,verbs,0,0,2,1,1,3,3,2,0,3
1759,sauver,noyer,verbs,0,2,3,1,1,3,2,1,0,2
1760,créer,dessiner,verbs,1,4,2,3,4,4,4,2,1,4
1761,altérer,changer,verbs,6,6,5,6,5,6,6,6,5,4
1762,regarder,observer,verbs,6,6,5,6,5,6,6,6,6,5
1763,disparaître,rétrécir,verbs,0,4,0,4,2,4,3,1,0,0
1764,punir,frapper,verbs,0,5,3,4,4,5,4,2,1,1
1765,oublier,retenir,verbs,0,0,2,1,1,3,3,2,0,3
1766,gentiment,aimablement,adverbs,4,6,5,6,6,6,6,6,6,6
1767,jamais,honnêtement,adverbs,0,1,0,0,0,0,0,0,0,0
1768,loyalement,honnêtement,adverbs,1,6,5,6,5,6,3,4,2,5
1769,significativement,spécialement,adverbs,0,4,0,4,4,4,1,3,0,3
1770,anormalement,normalement,adverbs,0,0,2,1,1,3,3,2,0,3
1771,positivement,probablement,adverbs,0,5,0,2,0,2,0,0,1,4
1772,exactement,activement,adverbs,0,3,0,2,0,0,0,0,0,0
1773,fermement,solidement,adverbs,5,6,5,6,6,6,1,6,6,6
1774,discrètement,poliment,adverbs,0,5,2,2,3,5,0,2,2,2
1775,avant,après,adverbs,1,1,2,1,1,4,3,2,1,3
1776,sûrement,tranquillement,adverbs,4,4,0,1,4,4,2,0,2,0
1777,immédiatement,bientôt,adverbs,1,5,3,2,3,5,4,2,5,4
1778,émotionnellement,tristement,adverbs,2,4,1,1,2,4,3,3,1,3
1779,principalement,en phase terminale,adverbs,0,0,0,0,0,0,0,0,0,0
1780,précisément,inexactement,adverbs,0,0,2,1,1,3,3,2,0,3
1781,plus tard,jamais,adverbs,0,2,2,1,1,4,3,2,1,4
1782,doucement,fermement,adverbs,0,0,2,1,1,2,3,2,0,3
1783,brillamment,légèrement,adverbs,0,1,0,0,0,3,0,0,0,2
1784,ce soir,aujourd'hui,adverbs,2,5,2,2,4,4,3,4,2,3
1785,localement,attentivement,adverbs,0,3,0,0,0,0,0,0,0,0
1786,maintenant,ici,adverbs,0,3,3,1,0,4,4,2,2,0
1787,fermement,incroyablement,adverbs,0,3,0,1,0,0,0,0,0,0
1788,bruyamment,doucement,adverbs,0,2,2,1,1,2,3,0,0,0
1789,normalement,quotidiennement,adverbs,2,4,0,4,0,0,4,1,2,5
1790,dangereusement,soigneusement,adverbs,0,3,0,1,1,2,1,0,0,0
1791,récemment,concrètement,adverbs,0,3,0,0,0,0,0,0,0,0
1792,sérieusement,raisonnablement,adverbs,6,5,3,3,4,4,4,3,4,4
1793,initialement,créativement,adverbs,0,3,0,0,0,0,0,0,0,0
1794,nécessairement,fondamentalement,adverbs,5,4,3,5,5,6,2,1,3,5
1795,surtout,vraiment,adverbs,1,3,0,3,0,6,0,0,4,4
1796,mortellement,heureusement,adverbs,0,3,0,0,0,2,0,0,0,1
1797,calmement,fermement,adverbs,0,3,2,0,1,3,0,1,0,0
1798,sévèrement,principalement,adverbs,0,3,0,0,0,0,0,0,0,0
1799,nerveusement,anxieusement,adverbs,6,5,6,6,5,6,6,6,6,5
1800,approximativement,facilement,adverbs,0,3,0,2,0,0,0,0,0,0
1801,fièrement,paisiblement,adverbs,0,3,0,1,0,4,0,1,0,0
1802,généralement,sincèrement,adverbs,0,3,0,1,0,0,0,0,0,0
1803,approximativement,impatiemment,adverbs,0,3,0,0,0,2,3,0,0,0
1804,exceptionnellement,étrangement,adverbs,1,5,1,4,0,4,3,1,2,4
1805,naturellement,bizarrement,adverbs,0,2,1,1,1,3,3,1,0,3
1806,officiellement,grandement,adverbs,0,3,0,2,0,2,0,0,0,0
1807,uniformément,parfois,adverbs,0,3,0,1,0,1,2,0,0,0
1808,exactement,précisément,adverbs,6,5,5,6,6,6,6,6,6,6
1809,apparemment,simplement,adverbs,0,4,0,3,0,3,1,0,1,4
1810,clairement,certainement,adverbs,2,6,2,3,5,4,3,0,3,6
1811,strictement,complètement,adverbs,0,5,5,1,2,4,4,6,5,0
1812,sûrement,évidemment,adverbs,6,4,3,4,4,4,4,0,5,4
1813,généreusement,gentiment,adverbs,1,4,5,1,4,0,6,0,3,3
1814,vraiment,parfaitement,adverbs,0,5,5,4,0,5,4,0,4,3
1815,fièrement,humblement,adverbs,0,2,2,1,1,3,3,2,1,3
1816,confortablement,facilement,adverbs,1,5,0,0,0,4,4,0,3,0
1817,différemment,curieusement,adverbs,2,5,0,1,0,2,2,0,1,4
1818,sûrement,parfois,adverbs,0,3,4,0,0,2,1,3,0,0
1819,délicatement,actuellement,adverbs,0,3,0,0,0,0,0,0,0,0
1820,soigneusement,fermement,adverbs,0,5,2,0,1,1,3,2,2,0
1821,sérieusement,sincèrement,adverbs,0,4,0,2,0,6,3,3,0,3
1822,ouvertement,massivement,adverbs,0,5,5,0,0,1,0,1,0,0
1823,officiellement,fortement,adverbs,0,3,0,0,0,1,0,0,0,0
1824,immédiatement,autrefois,adverbs,0,2,1,1,0,3,2,2,0,2
1825,incroyablement,grandement,adverbs,0,3,0,2,4,4,0,4,5,0
1826,actuellement,récemment,adverbs,1,3,4,4,4,5,4,4,6,4
1827,dernièrement,récemment,adverbs,6,6,4,6,4,6,6,6,6,6
1828,marginalement,grossièrement,adverbs,0,4,0,4,0,4,1,0,0,0
1829,passivement,activement,adverbs,0,2,2,1,1,3,3,2,0,3
1830,peut-être,probablement,adverbs,6,6,5,3,5,5,6,6,4,4
1831,subtilement,calmement,adverbs,0,4,0,2,0,4,2,3,1,0
1832,apparemment,évidemment,adverbs,3,6,2,3,4,4,4,1,3,0
1833,bruyamment,subtilement,adverbs,0,3,2,2,1,2,1,2,0,0
1834,d'habitude,rarement,adverbs,0,2,2,1,1,3,3,2,0,3
1835,parfois,souvent,adverbs,1,6,2,1,1,3,3,2,3,3
1836,sérieusement,passivement,adverbs,0,3,2,0,0,2,0,0,0,0
1837,évidemment,localement,adverbs,0,3,0,0,0,0,0,0,0,0
1838,humblement,pauvrement,adverbs,2,5,4,3,4,4,0,6,2,5
1839,probablement,Peut-être,adverbs,6,5,5,3,5,6,6,6,4,5
1840,équitablement,injustement,adverbs,0,2,2,0,1,3,3,2,0,3
1841,brillamment,grandement,adverbs,0,5,0,3,5,4,3,2,3,4
1842,idéalement,concrètement,adverbs,0,4,2,2,4,1,2,0,0,3
1843,souvent,rarement,adverbs,0,2,2,1,1,3,3,2,0,3
1844,instamment,rapidement,adverbs,5,5,5,4,5,6,6,0,6,2
1845,deux fois,toujours,adverbs,0,3,1,1,1,3,2,2,0,2
1846,surtout,principalement,adverbs,6,6,3,5,5,6,6,6,6,5
1847,significativement,profondément,adverbs,1,5,5,3,0,4,6,6,5,0
1848,élégamment,admirablement,adverbs,2,6,3,4,4,6,5,5,3,1
1849,soigneusement,prudemment,adverbs,2,5,2,2,5,4,2,6,3,2
1850,mécaniquement,idéalement,adverbs,0,3,0,0,0,0,0,0,0,0
1851,deux fois,multiple,adverbs,4,5,2,3,4,3,4,2,3,3
1852,profondément,surtout,adverbs,0,5,0,2,0,2,2,0,0,0
1853,parfois,n'importe quand,adverbs,0,0,2,1,0,1,0,1,0,0
1854,négativement,anormalement,adverbs,0,4,0,3,0,2,1,1,0,3
1855,jamais,rarement,adverbs,1,5,2,3,4,2,4,3,5,5
1856,responsablement,indépendamment,adverbs,5,3,0,1,0,0,0,5,0,0
1857,activement,heureusement,adverbs,0,3,0,2,0,0,0,0,0,0
1858,pacifiquement,chaotiquement,adverbs,0,3,0,1,1,1,2,2,0,0
1859,grossièrement,fiablement,adverbs,0,2,1,1,1,2,2,0,0,0
1860,pleinement,au fond,adverbs,0,6,0,0,0,3,0,0,4,1
1861,une fois,deux fois,adverbs,4,3,3,1,2,4,5,3,4,5
1862,confidentiellement,secrètement,adverbs,6,6,6,4,6,6,6,6,6,6
1863,grandement,sérieusement,adverbs,4,5,0,0,0,4,0,6,2,0
1864,mûrement,intelligemment,adverbs,2,4,4,2,4,5,5,3,5,4
1865,improbable,amical,adverbs,0,0,0,0,0,0,0,0,0,0
1866,légèrement,complètement,adverbs,0,3,2,0,1,2,3,2,1,3
1867,honnêtement,sincèrement,adverbs,6,6,6,6,6,6,6,6,6,6
1868,systématiquement,normalement,adverbs,0,4,0,4,4,4,4,1,5,6
1869,parfois,régulièrement,adverbs,2,3,3,2,1,4,3,2,4,3
1870,grossièrement,à peu près,adverbs,6,6,6,4,6,3,5,6,6,6
1871,différemment,en phase terminale,adverbs,0,0,0,0,0,0,0,0,0,0
1872,tranquillement,naturellement,adverbs,1,5,3,1,4,4,2,6,1,0
1873,incroyablement,fantastiquement,adverbs,6,5,5,4,6,5,4,6,6,6
1874,manifestement,discrètement,adverbs,0,2,1,1,1,2,1,0,0,3
1875,éventuellement,avec optimisme,adverbs,1,3,0,0,0,0,0,0,0,3
1876,demain,ce soir,adverbs,0,3,2,1,1,3,4,2,1,3
1877,doucement,gentiment,adverbs,3,5,2,2,3,4,4,5,6,2
1878,généralement,irrégulièrement,adverbs,0,1,2,1,0,3,2,2,0,3
1879,justement,mûrement,adverbs,0,4,0,2,0,0,3,0,4,0
1880,follement,tristement,adverbs,0,2,0,1,0,2,1,1,0,0
1881,injustement,déraisonnablement,adverbs,4,4,1,3,2,4,5,1,1,4
1882,calmement,pacifiquement,adverbs,5,5,1,5,5,4,6,4,5,6
1883,évidemment,grossièrement,adverbs,0,2,1,1,0,2,2,0,1,0
1884,passivement,silencieusement,adverbs,2,4,3,3,0,2,0,4,2,0
1885,généreusement,jamais,adverbs,0,1,0,0,0,0,0,0,0,0
1886,certainement,sûrement,adverbs,6,6,6,6,6,6,6,6,6,6
1887,à domicile,à l'extérieur,adverbs,0,2,2,1,1,3,4,2,0,3
1888,fortement,follement,adverbs,2,5,0,4,0,5,3,5,5,0
